nr_pokolenia najlepszy_fitness sredni_fitness najgorszy_fitness
991 17,85 15,43 10,41
992 17,85 13,46 8,20
993 17,85 11,34 8,41
994 17,85 11,62 8,62
995 17,85 12,44 9,04
996 17,85 12,07 8,32
997 17,85 14,20 10,17
998 17,85 14,21 12,23
999 17,85 14,92 12,50
1000 17,85 15,05 12,03
